Point_Number,X_GaussKruger,Y_GaussKruger
2864,4397789.65,4618206.32
2865,4397830.04,4618206.32
2866,4397870.44,4618206.32
2867,4397910.84,4618118.35
2868,4397951.24,4618118.35
2869,4397991.64,4618118.35
2870,4398032.04,4618206.32
2871,4398072.44,4618206.32
2872,4398112.84,4618206.32
2873,4398153.24,4618206.32
2874,4398193.64,4618294.29
2875,4398193.64,4618382.26
2876,4398193.64,4618470.23
2877,4398193.64,4618558.21
2878,4398153.24,4618558.21
2879,4398112.84,4618646.18
2880,4398072.44,4618646.18
2881,4398032.04,4618734.15
2882,4397991.64,4618734.15
2883,4397951.24,4618822.12
2884,4397910.84,4618822.12
2885,4397870.44,4618910.09
2886,4397830.04,4618910.09
2887,4397789.65,4618910.09
2888,4397749.25,4618998.06
2889,4397749.25,4619086.03
2890,4397708.85,4619086.03
2891,4397668.45,4619086.03
2892,4397628.05,4619174.01
2893,4397587.65,4619174.01
2894,4397547.25,4619174.01
2895,4397506.85,4619261.98
2896,4397506.85,4619349.95
2897,4397466.45,4619349.95
2898,4397426.05,4619349.95
2899,4397385.65,4619437.92
2900,4397345.25,4619525.89
2901,4397304.85,4619525.89
2902,4397264.45,4619613.86
2903,4397224.05,4619701.83
2904,4397224.05,4619789.8
2905,4397183.65,4619789.8
2906,4397143.25,4619877.78
2907,4397143.25,4619965.75
2908,4397102.85,4620053.72
2909,4397102.85,4620141.69
2910,4397062.45,4620229.66
2911,4397102.85,4620317.63
2912,4397062.45,4620405.6
2913,4397062.45,4620493.58
2914,4397062.45,4620581.55
2915,4397062.45,4620669.52
2916,4397062.45,4620757.49
2917,4397062.45,4620845.46
2918,4397062.45,4620933.43
2919,4397062.45,4621021.4
2920,4397062.45,4621109.38
2921,4397062.45,4621197.35
2922,4397062.45,4621285.32
2923,4397062.45,4621373.29
2924,4397062.45,4621461.26
2925,4397062.45,4621549.23
2926,4397102.85,4621637.2
2927,4397143.25,4621637.2
2928,4397102.85,4621725.18
2929,4397102.85,4621813.15
2930,4397102.85,4621901.12
2931,4397143.25,4621989.09
2932,4397183.65,4621989.09
2933,4397143.25,4622077.06
2934,4397143.25,4622165.03
2935,4397143.25,4622253
2936,4397143.25,4622340.97
2937,4397143.25,4622428.95
2938,4397183.65,4622516.92
2939,4397183.65,4622604.89
2940,4397183.65,4622692.86
2941,4397183.65,4622780.83
2942,4397183.65,4622868.8
2943,4397183.65,4622956.77
2944,4397183.65,4623044.75
2945,4397183.65,4623132.72
2946,4397224.05,4623220.69
2947,4397224.05,4623308.66
2948,4397224.05,4623396.63
2949,4397224.05,4623484.6
2950,4397224.05,4623572.57
2951,4397224.05,4623660.55
2952,4397264.45,4623748.52
2953,4397264.45,4623836.49
2954,4397304.85,4623924.46
2955,4397304.85,4624012.43
2956,4397304.85,4624100.4
2957,4397304.85,4624188.37
2958,4397304.85,4624276.35
2959,4397304.85,4624364.32
2960,4397304.85,4624452.29
2961,4397304.85,4624540.26
2962,4397304.85,4624628.23
2963,4397304.85,4624716.2
2964,4397304.85,4624804.17
2965,4397304.85,4624892.14
2966,4397304.85,4624980.12
2967,4397345.25,4625068.09
2968,4397345.25,4625156.06
2969,4397345.25,4625244.03
2970,4397345.25,4625332
2971,4397345.25,4625419.97
2972,4397345.25,4625507.94
2973,4397345.25,4625595.92
2974,4397385.65,4625683.89
2975,4397385.65,4625771.86
2976,4397385.65,4625859.83
2977,4397385.65,4625947.8
2978,4397385.65,4626035.77
2979,4397426.05,4626123.74
2980,4397385.65,4626211.72
2981,4397385.65,4626299.69
2982,4397385.65,4626387.66
2983,4397385.65,4626475.63
2984,4397385.65,4626563.6
2985,4397385.65,4626651.57
2986,4397385.65,4626739.54
2987,4397385.65,4626827.52
2988,4397385.65,4626915.49
2989,4397385.65,4627003.46
2990,4397385.65,4627091.43
2991,4397385.65,4627179.4
2992,4397345.25,4627179.4
2993,4397304.85,4627179.4
2994,4397264.45,4627179.4
2995,4397224.05,4627179.4
2996,4397183.65,4627179.4
2997,4397143.25,4627091.43
2998,4397102.85,4627003.46
2999,4397062.45,4626915.49
3000,4397022.05,4626827.52
3001,4397022.05,4626739.54
3002,4396981.65,4626651.57
3003,4396941.25,4626651.57
3004,4396900.85,4626563.6
3005,4396860.45,4626475.63
3006,4396860.45,4626387.66
3007,4396820.05,4626299.69
3008,4396779.65,4626211.72
3009,4396779.65,4626123.74
3010,4396739.26,4626035.77
3011,4396698.86,4625947.8
3012,4396698.86,4625859.83
3013,4396698.86,4625771.86
3014,4396658.46,4625683.89
3015,4396698.86,4625595.92
3016,4396658.46,4625507.94
3017,4396658.46,4625419.97
3018,4396658.46,4625332
3019,4396658.46,4625244.03
3020,4396658.46,4625156.06
3021,4396658.46,4625068.09
3022,4396658.46,4624980.12
3023,4396658.46,4624892.14
3024,4396698.86,4624804.17
3025,4396698.86,4624716.2
3026,4396698.86,4624628.23
3027,4396698.86,4624540.26
3028,4396658.46,4624452.29
3029,4396658.46,4624364.32
3030,4396698.86,4624276.35
3031,4396658.46,4624188.37
3032,4396698.86,4624100.4
3033,4396698.86,4624012.43
3034,4396658.46,4623924.46
3035,4396658.46,4623836.49
3036,4396618.06,4623748.52
3037,4396577.66,4623660.55
3038,4396577.66,4623572.57
3039,4396577.66,4623484.6
3040,4396577.66,4623396.63
3041,4396577.66,4623308.66
3042,4396537.26,4623220.69
3043,4396537.26,4623132.72
3044,4396537.26,4623044.75
3045,4396496.86,4622956.77
3046,4396496.86,4622868.8
3047,4396456.46,4622780.83
3048,4396416.06,4622780.83
3049,4396416.06,4622692.86
3050,4396375.66,4622604.89
3051,4396375.66,4622516.92
3052,4396335.26,4622428.95
3053,4396335.26,4622340.97
3054,4396294.86,4622253
3055,4396294.86,4622165.03
3056,4396254.46,4622077.06
3057,4396214.06,4621989.09
3058,4396214.06,4621901.12
3059,4396173.66,4621813.15
3060,4396173.66,4621725.18
3061,4396133.26,4621637.2
3062,4396133.26,4621549.23
3063,4396133.26,4621461.26
3064,4396092.86,4621373.29
3065,4396092.86,4621285.32
3066,4396052.46,4621197.35
3067,4396012.06,4621109.38
3068,4396052.46,4621021.4
3069,4396012.06,4620933.43
3070,4395971.66,4620845.46
3071,4395931.26,4620845.46
3072,4395890.86,4620757.49
3073,4395890.86,4620669.52
3074,4395850.46,4620581.55
3075,4395810.06,4620493.58
3076,4395769.66,4620493.58
3077,4395810.06,4620405.6
3078,4395769.66,4620317.63
3079,4395729.27,4620229.66
3080,4395688.87,4620141.69
3081,4395648.47,4620141.69
3082,4395608.07,4620141.69
3083,4395567.67,4620053.72
3084,4395567.67,4619965.75
3085,4395527.27,4619877.78
3086,4395486.87,4619877.78
3087,4395446.47,4619789.8
3088,4395406.07,4619789.8
3089,4395365.67,4619789.8
3090,4395325.27,4619789.8
3091,4395284.87,4619789.8
3092,4395244.47,4619789.8
3093,4395204.07,4619789.8
3094,4395163.67,4619701.83
3095,4395123.27,4619701.83
3096,4395082.87,4619789.8
3097,4395042.47,4619789.8
3098,4395002.07,4619789.8
3099,4394961.67,4619789.8
3100,4394921.27,4619789.8
3101,4394880.87,4619789.8
3102,4394840.47,4619789.8
3103,4394800.07,4619789.8
3104,4394759.67,4619789.8
3105,4394719.27,4619877.78
3106,4394678.88,4619877.78
3107,4394638.48,4619877.78
3108,4394598.08,4619877.78
3109,4394557.68,4619877.78
3110,4394517.28,4619877.78
3111,4394476.88,4619965.75
3112,4394436.48,4619877.78
3113,4394396.08,4619877.78
3114,4394355.68,4619877.78
3115,4394315.28,4619877.78
3116,4394274.88,4619877.78
3117,4394234.48,4619877.78
3118,4394194.08,4619877.78
3119,4394153.68,4619877.78
3120,4394113.28,4619877.78
3121,4394072.88,4619877.78
3122,4394032.48,4619877.78
3123,4393992.08,4619877.78
3124,4393951.68,4619877.78
3125,4393911.28,4619877.78
3126,4393870.88,4619965.75
3127,4393830.48,4619965.75
3128,4393790.08,4619965.75
3129,4393749.68,4619965.75
3130,4393709.28,4619877.78
3131,4393668.88,4619877.78
3132,4393628.49,4619877.78
3133,4393588.09,4619877.78
3134,4393547.69,4619789.8
3135,4393507.29,4619789.8
3136,4393466.89,4619877.78
3137,4393426.49,4619789.8
3138,4393386.09,4619789.8
3139,4393345.69,4619877.78
3140,4393305.29,4619789.8
3141,4393264.89,4619701.83
3142,4393224.49,4619701.83
3143,4393184.09,4619613.86
3144,4393143.69,4619613.86
3145,4393103.29,4619613.86
3146,4393062.89,4619701.83
3147,4393062.89,4619613.86
3148,4393022.49,4619525.89
3149,4392982.09,4619525.89
3150,4392941.69,4619437.92
3151,4392901.29,4619525.89
3152,4392860.89,4619437.92
3153,4392820.49,4619525.89
3154,4392780.09,4619437.92
3155,4392739.69,4619437.92
3156,4392699.29,4619349.95
3157,4392658.89,4619437.92
3158,4392618.5,4619437.92
3159,4392578.1,4619437.92
3160,4392537.7,4619437.92
3161,4392497.3,4619437.92
3162,4392456.9,4619437.92
3163,4392416.5,4619437.92
3164,4392376.1,4619437.92
3165,4392335.7,4619349.95
3166,4392295.3,4619349.95
3167,4392254.9,4619349.95
3168,4392214.5,4619261.98
3169,4392174.1,4619261.98
3170,4392133.7,4619261.98
3171,4392093.3,4619261.98
3172,4392093.3,4619174.01
3173,4392052.9,4619086.03
3174,4392012.5,4619086.03
3175,4391972.1,4619086.03
3176,4391931.7,4618998.06
3177,4391891.3,4618998.06
3178,4391850.9,4618910.09
3179,4391810.5,4618822.12
3180,4391770.1,4618734.15
3181,4391729.7,4618734.15
3182,4391689.3,4618646.18
3183,4391648.9,4618558.21
3184,4391608.5,4618470.23
3185,4391568.11,4618470.23
3186,4391527.71,4618382.26
3187,4391487.31,4618382.26
3188,4391446.91,4618470.23
3189,4391406.51,4618558.21
3190,4391366.11,4618558.21
3191,4391325.71,4618646.18
3192,4391325.71,4618734.15
3193,4391285.31,4618646.18
3194,4391244.91,4618734.15
3195,4391204.51,4618822.12
3196,4391204.51,4618910.09
3197,4391204.51,4618998.06
3198,4391164.11,4619086.03
3199,4391123.71,4619174.01
3200,4391083.31,4619261.98
3201,4391042.91,4619349.95
3202,4391042.91,4619437.92
3203,4391083.31,4619525.89
3204,4391083.31,4619613.86
3205,4391042.91,4619525.89
3206,4391002.51,4619437.92
3207,4390962.11,4619525.89
3208,4390921.71,4619613.86
3209,4390921.71,4619701.83
3210,4390881.31,4619789.8
3211,4390881.31,4619877.78
3212,4390881.31,4619965.75
3213,4390921.71,4620053.72
3214,4390881.31,4620141.69
3215,4390881.31,4620229.66
3216,4390840.91,4620317.63
3217,4390840.91,4620405.6
3218,4390800.51,4620493.58
3219,4390760.11,4620581.55
3220,4390760.11,4620669.52
3221,4390760.11,4620757.49
3222,4390760.11,4620845.46
3223,4390760.11,4620933.43
3224,4390760.11,4621021.4
3225,4390760.11,4621109.38
3226,4390760.11,4621197.35
3227,4390760.11,4621285.32
3228,4390760.11,4621373.29
3229,4390760.11,4621461.26
3230,4390760.11,4621549.23
3231,4390760.11,4621637.2
3232,4390760.11,4621725.18
3233,4390760.11,4621813.15
3234,4390760.11,4621901.12
3235,4390760.11,4621989.09
3236,4390760.11,4622077.06
3237,4390760.11,4622165.03
3238,4390760.11,4622253
3239,4390760.11,4622340.97
3240,4390760.11,4622428.95
3241,4390760.11,4622516.92
3242,4390760.11,4622604.89
3243,4390760.11,4622692.86
3244,4390760.11,4622780.83
3245,4390760.11,4622868.8
3246,4390719.71,4622780.83
3247,4390679.31,4622868.8
3248,4390679.31,4622956.77
3249,4390638.91,4623044.75
3250,4390638.91,4623132.72
3251,4390598.51,4623220.69
3252,4390558.12,4623308.66
3253,4390517.72,4623396.63
3254,4390477.32,4623484.6
3255,4390436.92,4623484.6
3256,4390396.52,4623572.57
3257,4390396.52,4623660.55
3258,4390356.12,4623660.55
3259,4390315.72,4623660.55
3260,4390275.32,4623748.52
3261,4390234.92,4623836.49
3262,4390194.52,4623924.46
3263,4390194.52,4624012.43
3264,4390154.12,4623924.46
3265,4390113.72,4624012.43
3266,4390073.32,4624100.4
3267,4390032.92,4624188.37
3268,4389992.52,4624276.35
3269,4389952.12,4624364.32
3270,4389911.72,4624364.32
3271,4389871.32,4624452.29
3272,4389830.92,4624452.29
3273,4389790.52,4624540.26
3274,4389750.12,4624628.23
3275,4389709.72,4624716.2
3276,4389709.72,4624804.17
3277,4389709.72,4624892.14
3278,4389669.32,4624980.12
3279,4389709.72,4625068.09
3280,4389709.72,4625156.06
3281,4389709.72,4625244.03
3282,4389750.12,4625332
3283,4389750.12,4625419.97
3284,4389709.72,4625507.94
3285,4389709.72,4625595.92
3286,4389709.72,4625683.89
3287,4389709.72,4625771.86
3288,4389709.72,4625859.83
3289,4389709.72,4625947.8
3290,4389709.72,4626035.77
3291,4389669.32,4626123.74
3292,4389628.92,4626211.72
3293,4389628.92,4626299.69
3294,4389628.92,4626387.66
3295,4389628.92,4626475.63
3296,4389628.92,4626563.6
3297,4389628.92,4626651.57
3298,4389588.52,4626651.57
3299,4389588.52,4626563.6
3300,4389588.52,4626475.63
3301,4389548.12,4626387.66
3302,4389507.73,4626475.63
3303,4389467.33,4626387.66
3304,4389426.93,4626475.63
3305,4389386.53,4626475.63
3306,4389346.13,4626563.6
3307,4389305.73,4626651.57
3308,4389305.73,4626739.54
3309,4389265.33,4626651.57
3310,4389224.93,4626739.54
3311,4389184.53,4626827.52
3312,4389144.13,4626915.49
3313,4389103.73,4627003.46
3314,4389063.33,4627091.43
3315,4389022.93,4627091.43
3316,4388982.53,4627091.43
3317,4388942.13,4627179.4
3318,4388901.73,4627091.43
3319,4388861.33,4627179.4
3320,4388820.93,4627179.4
3321,4388780.53,4627179.4
3322,4388740.13,4627179.4
3323,4388699.73,4627179.4
3324,4388659.33,4627179.4
3325,4388618.93,4627179.4
3326,4388578.53,4627179.4
3327,4388538.13,4627179.4
3328,4388497.73,4627179.4
3329,4388457.34,4627179.4
3330,4388416.94,4627179.4
3331,4388376.54,4627179.4
3332,4388336.14,4627267.37
3333,4388295.74,4627267.37
3334,4388255.34,4627267.37
3335,4388214.94,4627267.37
3336,4388174.54,4627267.37
3337,4388134.14,4627267.37
3338,4388093.74,4627355.34
3339,4388053.34,4627355.34
3340,4388012.94,4627443.31
3341,4387972.54,4627355.34
3342,4387932.14,4627355.34
3343,4387891.74,4627443.31
3344,4387851.34,4627443.31
3345,4387810.94,4627443.31
3346,4387770.54,4627443.31
3347,4387730.14,4627443.31
3348,4387689.74,4627443.31
3349,4387649.34,4627531.29
3350,4387608.94,4627531.29
3351,4387568.54,4627531.29
3352,4387528.14,4627619.26
3353,4387487.74,4627619.26
3354,4387447.35,4627707.23
3355,4387406.95,4627707.23
3356,4387366.55,4627707.23
3357,4387326.15,4627795.2
3358,4387326.15,4627883.17
3359,4387285.75,4627883.17
3360,4387245.35,4627883.17
3361,4387204.95,4627971.14
3362,4387164.55,4628059.11
3363,4387124.15,4628147.09
3364,4387083.75,4628235.06
3365,4387043.35,4628235.06
3366,4387002.95,4628323.03
3367,4386962.55,4628411
3368,4386922.15,4628411
3369,4386881.75,4628411
3370,4386841.35,4628411
3371,4386800.95,4628411
3372,4386760.55,4628411
3373,4386720.15,4628411
3374,4386679.75,4628411
3375,4386639.35,4628411
3376,4386598.95,4628411
3377,4386558.55,4628411
3378,4386518.15,4628411
3379,4386477.75,4628411
3380,4386437.35,4628411
3381,4386396.96,4628411
3382,4386356.56,4628411
3383,4386316.16,4628411
3384,4386275.76,4628411
3385,4386235.36,4628411
3386,4386194.96,4628411
3387,4386154.56,4628411
3388,4386114.16,4628411
3389,4386073.76,4628411
3390,4386033.36,4628411
3391,4385992.96,4628411
3392,4385952.56,4628411
3393,4385912.16,4628411
3394,4385871.76,4628411
3395,4385831.36,4628411
3396,4385790.96,4628411
3397,4385750.56,4628411
3398,4385710.16,4628411
3399,4385669.76,4628411
3400,4385629.36,4628411
3401,4385588.96,4628411
3402,4385548.56,4628411
3403,4385508.16,4628411
3404,4385467.76,4628411
3405,4385427.36,4628411
3406,4385386.96,4628411
3407,4385346.57,4628411
3408,4385306.17,4628411
3409,4385265.77,4628411
3410,4385225.37,4628411
3411,4385184.97,4628411
